geonameid,name,asciiname,alternatenames,latitude,longitude,country_code,population,timezone,tz_offset_min,metro_tier,slug,bbox_wkt
105343,Jeddah,Jeddah,"Chidda,Cidda,Ciddae,Cidde,Ciddä,Ciddə,Djedda,Djeddah,Djidda,Dschidda,Dzeda,Dzedda,Dzhida,Dzhidda,Dzhiddae,Dzhiddat,Dzhidde,Dzhyda,Dzida,Dzidd,Dzidda,Dzsidda,Dzudda,Dżudda,Džeda,Džedda,Džida,Džidd,Džidda,Gedda,Gidda,Gido,Iedda,JED,Jaddah,Jedda,Jeddah,Jida,Jidda,Jiddah,Jidde,Jidá,Judah,Juddah,Tzenta,Yida,Yidda,Zhidda,gdh,jada,jdh,jdt,jeda,jedda,jeddaha,ji da,jida,jidda,jitta,yid dah,Ĝido,Ğidda,Τζέντα,Џеда,Джида,Джиддæ,Джидда,Джиддат,Джидде,Джыда,Жидда,Ջիդդա,גדה,جدة,جده,جدّة,جدہ,ޖިއްދާ,जेद्दाह,জেদ্দা,ਜੱਦਾ,ஜித்தா,ജിദ്ദ,ญิดดะฮ์,ჯიდა,ジッダ,吉达,吉達,제다,지다",21.49012,39.18624,SA,4697000,Asia/Riyadh,180,2,jeddah-sa,
1264527,Chennai,Chennai,"Cenaj,Cenajo,Cenajus,Cenay,Cennai,Cennaj,Chehnai,Chenaj,Chennai,Chennai - cennai,Chennaj,Csennai,MAA,Maderaspatanum,Madras,Madrás,Tamizhagam,Tamulinadu,Tsennai,cen ni,cena'i,cenna'i,cennai,chen'nai,chenai,chennai,chnay,chnayy,chynay,chynayy,jin nai,qing nai,tshynay,znʼy,Çenay,Çennai,Ćennaj,Ĉenajo,Čenaj,Čenajus,Čennai,Čennaí,Τσεννάι,Ченай,Ченај,Ченнаи,Ченнай,Ченнаї,Чэнаі,Չեննայ,צנאי,تشيناي,چنائی,چنای,چينای,چینائی,चेन्नई,चेन्नै,চেন্নাই,ਚੇਨਈ,ચેન્નઈ,ଚେନ୍ନାଇ,சென்னை,చెన్నై,ಚೆನ್ನೈ,ചെന്നൈ,චෙන්නායි,เจนไน,ချန်နိုင်းမြို့,ჩენაი,チェンナイ,清奈,金奈,첸나이",13.08784,80.27847,IN,4681087,Asia/Kolkata,330,2,chennai-in,
1275004,Kolkata,Kolkata,"CCU,Calcuta,Calcutta,Calcutá,Calcúta,Caligardamana,Kaelkuettae,Kal'kuta,Kal'kutta,Kal'kuttae,Kalikata,Kalikātā,Kalkata,Kalkota,Kalkouta,Kalkueta,Kalkuta,Kalkutta,Kalkútta,Kalküta,Kolkat,Kolkata,Kolkate,Kolkato,Kolkāta,Kälküttä,Kəlkətə,Sealdah,jia er ge da,jia li ji da,kalakata,kalakatta,kalikata,kalkata,keaൽkkatta,klkta,klkth,klkwth,ko l ka ta,kolakata,kolkata,kolkatta,kol‌kata,korukata,kwlkata,kʼolkʼatʼa,qwlqth,Καλκούτα,Калькута,Калькуттæ,Калькутта,Колката,Колкате,Կալկաթա,כלכותה,קאלקאטא,קולקטה,كلكتا,كولكاتا,کلکته,کلکتہ,کولکاتہ,کَلٕکَتا,کەلکەتە,कलकत्ता,कोलकाता,কলকাতা,ਕੋਲਕਾਤਾ,કોલકાતા,କଲିକତା,கொல்கத்தா,కోల్‌కాతా,ಕೊಲ್ಕತ್ತ,കൊൽക്കത്ത,โกลกาตา,ཀ་ལི་ཀུ་ཏ,ကာလကတ္တားမြို့,კოლკატა,ኮልካታ,コルカタ,加尔各答,架利吉打,콜카타",22.56263,88.36304,IN,4631392,Asia/Kolkata,330,2,kolkata-in,
1790645,Xiamen,Xiamen,"A-muong,Amoy,E-mng-chhi,Ha Mon,Ha-mun-su,Ha-mùn-sṳ,Hiyamin,Hsia-men,Hsia-men-shih,Hsziamen,Hạ Môn,Shamen,Sia-men,Siamen,Siamenas,Sjamehn',Sjamen,Sjamen',Sjamun,Sjamyn',Ssu-ming,Ssu-ming-hsien,Szeming-hsien,XMN,Xiamen,Xiamen - sha men,Xiamen City,Xiamen Shi,seiy he min,sha men,sha men shi,shyamn,shyamyn,siamini,syameon si,Â-muòng,Ē-mn̂g-chhī,Šjamen,Σιαμέν,Сямень,Сямън,Сямынь,Сямэнь,Сјамен,שיאמן,شيامن,شيامېن شەھىرى,شیامن,شیامین,เซี่ยเหมิน,სიამინი,厦门,厦门市,廈門,廈門市,샤먼 시",24.47979,118.08187,CN,4617251,Asia/Shanghai,480,2,xiamen-cn,
1255364,Surat,Surat,"STV,Surat,Suratas,Surate,Surato,Sūrat,curat,su la te,surata,surato,Сурат,सुरत,সুরাত,સુરત,சூரத்,スーラト,苏拉特",21.19594,72.83023,IN,4591246,Asia/Kolkata,330,2,surat-in,
1298824,Yangon,Yangon,"Dagon,Gian'nkon,Jangon,Jangon khot,Jangona,Jangono,Jangun,Jangún,Ngiong-kong,Ngióng-kông,RGN,Rangon,Rangoon,Rangoun,Rangum,Rangun,Rangunas,Rangún,Rangūnas,Yangjgvangh,Yangon,Yangôn,Yankoun,Yanqon,iangoni,iyanguna,raankone,raankonemyahoet,raguna,ranguna,rngwn,yang guang,yang-gon,yanghwn,yangkung,yangon,yanguna,yangwn,yankon,Ýangon,Γιανγκόν,Јангон,Рангун,Янгон,Янгон хот,Յանգոն,יאנגון,رنگون,يانغون,یانگون,यांगून,रङ्गुन,रङ्गून,ইয়াংগুন,ਰੰਗੂਨ,யங்கோன்,యాంగోన్,യംഗോൺ,ย่างกุ้ง,ཡང་ཀོང་།,ရန်ကုန်,ရန်ကုန်မြို့,იანგონი,ያንጎን,យ៉ាំងហ្គូន,ヤンゴン,仰光,양곤",16.80528,96.15611,MM,4477638,Asia/Yangon,390,2,yangon-mm,
1138958,Kabul,Kabul,"Cabool,Caboul,Cabul,Cabura,Cabúl,Caubul,KBL,Kabil,Kaboel,Kabol,Kaboul,Kabul,Kabula,Kabulas,Kabuli,Kabulo,Kabura,Kabúl,Kabûl,Kampoul,Kobul,Kubha,Kábul,Kâbil,Kābol,ka bu er,kabl,kabul,kabula,kabuli,kaburu,kabwl,kapul,ke bu er,khabul,Καμπούλ,Кабул,Кобул,Քաբուլ,קאבול,كابل,كابۇل,کابل,کابول,काबुल,কাবুল,ਕਾਬੁਲ,କାବୁଲ,காபூல்,ಕಾಬುಲ್,കാബൂൾ,කාබුල්,คาบูล,ཁ་པལ།,ཁ་པུལ།,ქაბული,ካቡል,ទីក្រុងកាបូល,カブール,カーブル,喀布尔,喀布爾,카불",34.52813,69.17233,AF,4434550,Asia/Kabul,270,2,kabul-af,
184745,Nairobi,Nairobi,"NBO,Nai-lok-pi,Nai-lo̍k-pí,Nairoba,Nairobi,Nairobia,Nairobis,Nairoby,Nairobî,Nairompi,Nairovi,Nairòbi,Nairóbi,Nairóvi,Najrobi,Najrobi osh,Najrobio,Najrobo,Nayiiroobii,Nayrobi,Nayroobi,Nayropi,Nayrubi,Naíróbí,Naýrobi,Tó Sikʼaz,lai luo bi,na'irobi,nai luo bi,nailobi,nairobi,nairopi,nayreabi,nayrwby,nei luo bi,nirobi,nyrwby,nyyrwby,Ναϊρόμπι,Найроби,Найроби ош,Найробі,Најроби,Նայրոբի,Նայրոպի,נייראבי,ניירובי,نايروبى,نايروبي,نایروبی,نایرۆبی,نيروبي,نیروبی,नैरोबी,নাইরোবি,ਨੈਰੋਬੀ,નૈરોબી,நைரோபி,నైరోబి,ನೈರೋಬಿ,നയ്റോബി,නයිරෝබි,ไนโรบี,ནའི་རོ་བི།,နိုင်ရိုဘီမြို့,ნაირობი,ናይሮቢ,ᱱᱟᱭᱨᱳᱵᱤ,ⵏⴰⵢⵔⵓⴱⵉ,ナイロビ,內羅比,内罗毕,奈洛比,賴羅比,ꯅꯥꯏꯔꯣꯕꯤ,나이로비",-1.28333,36.81667,KE,4397073,Africa/Nairobi,180,2,nairobi-ke,
1790923,Wuxi,Wuxi,"Bu-sek-chhi,Bû-sek-chhī,U-sek,Usi,Usis,Vo Tich,Vuhszi,Vusi,Vusio,Vuzsiz,Vuŝio,Vuši,Vô Tích,WUX,Wu-hsi,Wu-hsi-hsien,Wu-hsi-shih,Wu-si,Wusih,Wusih-hsien,Wusihsien,Wuxi,Wuxi Shi,usi si,vukasi,wu xi,wu xi shi,wwshy,wwsy,xu si,Ù-sék,Вуси,Уси,Усі,Үshi,Үши,וושי,ووشي,ووشی,ۋۇشى شەھىرى,ਵੁਕਸੀ,อู๋ซี,ཝུའུ་ཞི།,无锡,无锡市,無錫,無錫市,우시 시",31.56887,120.28857,CN,4396835,Asia/Shanghai,480,2,wuxi-cn,
360995,Giza,Giza,"Al Jizah,Al Jīzah,El Gizeh,El-Giza,El-Gîza,Ghizeh,Giza,Gizah,Gize,Gizeh,Gizo,Gizé,Guiza,Gíza,Gîza,SPX,aljyzt,giza,jyzh,Гиза,الجيزة,جیزه,ギーザ",30.00944,31.20861,EG,4367343,Africa/Cairo,180,2,giza-eg,
1805753,Jinan,Jinan,"Ca-nang,Che-lam-chhi,Chi-nam-su,Chi-nan,Chi-nan-shih,Chi-nàm-sṳ,Chè-lâm-chhī,Cijnanz,Cinanum,Csinan,Czinan',Cá̤-nàng,Dzinan,Dzinanas,Dzjinana,Dzjinaņa,Džinan,Ginano,Jinan,Jinan Shi,Li-ch'eng,Li-ch’eng,Szinan,TNA,Te Nam,Ti-nan,Tsi-nan-fu,Tsinah,Tsinan,Tzinan,Tế Nam,Zhinan',ci hnan,cinana,gynʼn,ji nan,ji nan shi,jinan si,jinana,jynan,Ĝinano,Ťi-nan,Τζινάν,Ђинан,Дзинан,Жинань,Цзинань,Цзінань,Ցզինան,גינאן,جىنەن شەھىرى,جينان,جینان,जीनान,ਚੀਨਾਨ,จี่หนาน,ཅི་ནན།,ကျီနန်မြို့,济南,济南市,済南,済南市,濟南,濟南市,지난 시",36.66833,116.99722,CN,4335989,Asia/Shanghai,480,2,jinan-cn,
1793511,Taiyuan,Taiyuan,"Daiyienz,T'ai-yuan-shih,TYN,Tai-nguong,Taigiouan,Taijuan,Taijuana,Taijuaņa,Taiyuan,Taiyuan Shi,Taiyuan-fu,Taiyuenum,Taiyüan-fu,Tajjuan',Tajjuean,Tajjuen,Tajjüan,Tajuanas,Tajuano,Tayyuan,Tchaj-juean,Tchaj-jüan,Thai Nguyen,Thai-goan-chhi,Thài-goân-chhī,Thái Nguyên,Tái-nguòng,T’ai-yüan-shih,Yang-ch'u,Yang-ch’ü,Yangku,Yangkü,Yanka,ta'iyu'ana,tai yuan,tai yuan shi,taiwian si,tay ywan,tayy ywan,tayywan,thayyu'ana,thi hywn,Ταϊγιουάν,Таијуан,Тайюань,Тайюен,טאי-יואן,تائی یوآن,تائی‌یوان,تاي يوان,تاییوان,تەييۈەن شەھىرى,ताइयुआन,थाय्युआन,ਤਾਈਯੂਆਨ,ไท่หยวน,太原,太原市,타이위안 시",37.86944,112.56028,CN,4303673,Asia/Shanghai,480,2,taiyuan-cn,
1784658,Zhengzhou,Zhengzhou,"CGO,Cencou,Ceng-cou,Cengcou,Cheng,Cheng-chou,Cheng-chou-shih,Cheng-hsien,Chengchow,Chhiang-chu-su,Chhiáng-chû-sṳ,Chzhehnchzhou,Chzhenchzhou,Cjencjou,Csengcsou,Cwngcouh,Czengczou,Dang-ciu,Dzendzou,Dzengdzou,Dzengdzov,Dzhundzhou,Dâng-ciŭ,Džendžou,Džengdžou,Džengdžov,Genggouo,Trinh Chau,Trịnh Châu,Tsentsoou,Tēⁿ-chiu-chhī,Zengzou,Zhengtsjou,Zhengzhou,Zhengzhou Shi,canaco,cancau,ceing cow,cencavu,iPhone City,jeongjeou si,jhengajho'u,tshnghtshw,zheng zhou,zheng zhou shi,zhngzhw,zhyngzhw,Çengçou,Çjençjou,Čeng-čou,Ĝengĝoŭo,Žengžou,Τσεντσόου,Џенгџоу,Джънджоу,Жөнжоу,Чженчжоу,Чжэнчжоу,Чжэнчжоў,تشنغتشو,جېڭجۇ شەھىرى,ژنگژو,ژینگژو,चंचौ,झेंगझोऊ,ਚੰਙਚੋ,செங்சவு,เจิ้งโจว,ကျင့်ကျိုးမြို့,郑州,郑州市,鄭州,鄭州市,정저우 시",34.75778,113.64861,CN,4253913,Asia/Shanghai,480,2,zhengzhou-cn,
2460596,Bamako,Bamako,"BKO,Bamaco,Bamaco - Bamako,Bamakas,Bamako,Bamaku,Bamakó,Bamakɔ,Bammaco,Bammako,Bàmakɔ,Mpamako,ba ma ke,bamako,bamakw,bmqw,Μπαμάκο,Бамако,Բամակո,במקו,باماكو,باماکو,ባማኮ,バマコ,巴馬科,바마코",12.60915,-7.97522,ML,4227569,Africa/Bamako,0,2,bamako-ml,
108410,Riyadh,Riyadh,"Al-Riad,Al-Riyad,Ar Riyadh,Ar Riyādh,Ar-Riaad,Ar-Rijad,Ar-Riyad,Ar-Riyod,Ar-Riyāḑ,Ehr-Rijad,Ehr-Ryjad,Er-Rijad,Er-riyad,RUH,Riaad,Riad,Riade,Riadi,Riado,Riadum,Riant,Rihad,Rijad,Rijada,Rijadas,Rijád,Rijāda,Riyad,Riyadh,Riyaḍ,Ríad,alryad,er-riadi,li ya de,liyadeu,raiyadha,ri'ada,ri'adha,riyad,riyada,riyadh,riyadha,riyado,riyat,ryad,ryyad,Ər-Riyad,Ριάντ,Ар-Рияд,Ер-Ріяд,Рияд,Ријад,Эр-Рияд,Эр-Рыяд,Ալ-Ռիադ,ריאד,الرياض,رىياد,رياض,ریاض,ڕیاز,रियाद,रियाध,রিয়াদ,ৰিয়াধ,ਰਿਆਧ,ରିଆଦ,ரியாத்,ರಿಯಾಧ್,റിയാദ്,ริยาด,རིས་ཡག,ერ-რიადი,ሪያድ,リヤド,利雅得,利雅德,리야드",24.68773,46.72185,SA,4205961,Asia/Riyadh,180,2,riyadh-sa,
12908892,New Taipei City,New Taipei City,"Nea Taipei,Neu-Taipeh,New Taipei,New Taipei City,Nieuw Taipei,Nouveau Taipei,Nova Taipe,Nova Taipé,Nova Tchaj-pej,Novi Taipei,Novi Tajpej,Novij Tajbej,Novyj Tajbehj,Nová Tchaj-pej,Nowe Tajpej,Nueva Taipei,Nueva Taipéi,Nuova Taipei,Xinbei City,Yeni Taipei,sinbeisi,xin bei,xin bei shi,Νέα Ταϊπέι,Нови Тајпеј,Новий Тайбей,Новый Тайбэй,新北,新北市,신베이시",25.06199,121.45703,TW,4004367,Asia/Taipei,480,2,new-taipei-city-tw,
12747063,New Territories,New Territories,"New Territories,New Territory Hong Kong,Xinjie,xin jie,新界",22.42441,114.11095,HK,3984077,Asia/Hong_Kong,480,2,new-territories-hk,
1795270,Shijiazhuang,Shijiazhuang,"Chen-t'ou,Chen-t’ou,Chentow,Chioh-ka-chng-chhi,Chio̍h-ka-chng-chhī,S'-tia-cuang,SJW,Shiczjachzhuan,Shih-chia-chuang,Shih-chia-chuang-shih,Shih-chuang-shih,Shih-men,Shih-men-shih,Shihjiazhuang,Shihkiachwan,Shihkiachwang,Shijiazhuang,Shijiazhuang Shi,Shitszyachzhuan,Shizhjazhuan,Shudzjadzhuan,Sicsiacsuang,Sidziadzuangas,Sidzjadzuana,Sidzjadzuang,Sigjaguango,Sioh-ga-cong,Sitziazouank,Siŏh-gă-cŏng,Swzgyahcuengh,Thach Gia Trang,Thạch Gia Trang,chux ceiy cwng,sa-cyacvanga,seujajwang si,sh-gyʼgwwʼng,shi jia zhuang,shi jia zhuang shi,shidziajuani,shyjyatshwangh,shyjyazhwang,sijiyajhu'anga,sizi'azu'anga,Ŝiĝjaĝŭango,Šidziadžuangas,Šidzjadžuana,Šidžjadžuang,Š’-ťia-čuang,Σιτζιαζουάγκ,Шижяжуан,Шицзячжуан,Шиђаџуанг,Шъдзяджуан,Շիցզյաչժուան,שה-גיאגוואנג,شىجياجۇاڭ شەھىرى,شيجياتشوانغ,شیجیاژوانگ,शिजियाझुआंग,ष-च्याच्वांग,ਸ਼ੀਜ਼ੀਆਜ਼ੂਆਂਗ,ฉือเจียจวง,შიძიაჯუანი,石家庄,石家庄市,石家荘,石家荘市,石家莊,石家莊市,스자좡 시",38.04139,114.47861,CN,3938513,Asia/Shanghai,480,2,shijiazhuang-cn,
1205733,Chattogram,Chattogram,"CGP,Cattagram,Caṭṭagrām,Cetagons,Chattogram,Chitagong,Chittagong,Chittagong Ghat,Chottogram,Chytagong,Chôţţogram,Citagaon,Citagong,Citagonga,Citagongas,Citagongo,Cittaqonq,Cottogram,Csittagong,Islamabad,Tsitankon'nk,catagamva,cattagrama,chitagong,chittagon,chytagwng,cirragean,cit ta kxng,citagonga,cittagang,cittagonga,cittakon,ji da gang,ji da gang shi,shytaghwngh,shytajwnj,zytgwng,Çitagong,Çittaqonq,Ćottogram,Ĉitagongo,Čattagrám,Čitagonga,Čitagongas,Čitágáon,Čėtagons,Τσιταγκόνγκ,Читагонг,Читтагонг,Читтаґонґ,Чытагонг,טשיטאגאנג,ציטגונג,شيتاجونج,شيتاغونغ,چٹاگانگ,چیتاگونگ,चटगाँव,चट्टग्राम,चिटागोंग,চট্টগ্রাম,ચિત્તાગોંગ,சிட்டகொங்,చిట్టగాంగ్,ಚಿತ್ತಗಾಂಗ್,ചിറ്റഗോങ്,จิตตะกอง,စစ်တကောင်းမြို့,ჩიტაგონგი,チッタゴン,吉大港,吉大港市,치타공",22.3384,91.83168,BD,3920222,Asia/Dhaka,360,2,chattogram-bd,
344979,Addis Ababa,Addis Ababa,"ADD,Addis Ababa,Addis Abaeba,Addis Abbaba,Addis Abeba,Addis Abäba,Addis-Abeba,Addis-Abebae,Addisz-Abeba,Adis Ababa,Adis Abeba,Adis-Abebo,Adisabeba,Adys-Abeba,Adís Abeba,Antis Ampempa,Finfinne,Neanthopolis,a di si a bei ba,addisa ababa,adis-abeba,adisa ababa,adiseuababa,adisuabeba,adys ababa,Ādīs Ābeba,Əddis-Əbəbə,Αντίς Αμπέμπα,Аддис-Абебæ,Аддис-Абеба,Адис Абеба,Адыс-Абеба,Ադիս Աբեբա,אדיס אבבה,آدیس آبابا,أديس أبابا,ئەددىس -ئەبىبە,अदिस अबाबा,আদ্দিস আবাবা,ადის-აბება,አዲስ አበባ,アディスアベバ,阿迪斯阿貝巴,아디스아바바",9.02497,38.74689,ET,3860000,Africa/Addis_Ababa,180,2,addis-ababa-et,
1804651,Kunming,Kunming,"Con Minh,Côn Minh,Gvwnhmingz,K'un-ming-hsien,K'un-ming-shih,KMG,Kchun-ming,Khun-beng-chhi,Khun-bêng-chhī,Kong-ming,Kounmink,Kuenming,Kun'min,Kun'min shaary,Kun'min',Kunmin,Kunmina,Kunming,Kunming Shi,Kunmingas,Kunmingo,Kuņmina,Kŏng-mìng,Kүn'min,K’un-ming-hsien,K’un-ming-shih,Yun-nan,Yunnanfu,Yün-nan,Yünnanfu,kanamiga,khunh ming,kun ming,kun ming shi,kunaminga,kunming si,kunminga,kwnmng,kwnmyng,kwnmyngh,qwnmyng,Κουνμίγκ,Куенминг,Кунмин,Куньмин,Куньмин шаары,Куньминь,Куньмін,Күньмин,Կունմին,קונמינג,كونمينغ,كۈنمىڭ شەھىرى,کونمنگ,کونمینگ,کون‌مینگ,कुनमिंग,कुन्मिंग,ਕਨਮਿੰਗ,คุนหมิง,ကူမင်းမြို့,კუნმინი,昆明,昆明市,쿤밍 시",25.03889,102.71833,CN,3855346,Asia/Shanghai,480,2,kunming-cn,
6986104,Zhongshan,Zhongshan,"Chung-san-su,Chzhunshan',Chûng-sân-sṳ,Cung-san,Dzungshan,HHS,Jongshen shehiri,Trung Son,Trung Sơn,Xiangshan,Zhongshan,Zhongshan Shi,Zongsan,jungsan si,zhong shan,zhong shan shi,Čung-šan,Žongšan,Џунгшан,Чжуншань,中山,中山市,중산 시",22.52306,113.37912,CN,3841873,Asia/Shanghai,480,2,zhongshan-cn,
1799869,Nanning,Nanning,"Lam-leng-chhi,Lâm-lêng-chhī,NNG,Nam Ninh,Nam-nen-su,Namzningz,Nan'nin,Nan-ning,Nan-ning-shih,Nang-ning,Nanin,Naning,Naningas,Naningo,Nannin,Nannina,Nanning,Nanning Shi,Nanninq,Naņnina,Nàm-nèn-sṳ,Nàng-nìng,Yung-ning,Yung-ning-hsien,hnan hning,nan ning,nan ning shi,nananinga,nanning si,nannyng,nanyng,nanyngh,Нанин,Нанинг,Наньнин,Наньнін,ناننینگ,نانينغ,نانینگ,نان‌نینگ,نەننىڭ شەھىرى,नाननींग,หนานหนิง,ནན་ཉིང་གྲོང་ཁྱེར།,南宁,南宁市,南寧,南寧市,난닝 시",22.81667,108.31667,CN,3839800,Asia/Shanghai,480,2,nanning-cn,
1795940,Shantou,Shantou,"SWA,San GJau,San-tchou,San-theu-su,Sang-tau,Santou,Santouo,Santov,Shan'tou,Shan-t'ou-shih,Shan-t’ou-shih,Shantou,Shantow,Sjantou,Swatow,Sán Đầu,Sáng-tàu,Sân-thèu-sṳ,Sòaⁿ-thâu-chhī,santeou si,saw thea,shan tou,shan tou shi,shantw,shantww,Ŝantoŭo,Šan-tchou,Šantou,Šantov,Шантоу,Шаньтоу,שנטאו,شانتو,شانتوؤ,شەنتۇ شەھىرى,ซัวเถา,汕头,汕头市,汕頭,汕頭市,산터우 시",23.35489,116.67876,CN,3838900,Asia/Shanghai,480,2,shantou-cn,
5368361,Los Angeles,Los Angeles,"Angelopolis,Ciudad De los Angelos,Cuidad De Los Angelos,El Pueblo de Nuestra Senora La Reina de Los Angeles de Porcivncula,El Pueblo de Nuestra Senora de los Angeles de Porciuncula,El Pueblo de Nuestra Señora de los Ángeles de Porciúncula,El Pueblo del Rio de Nuestra Senora,L.A.,LA,LAX,La Reina de Los Angeles de Porciuncula,Lok-chham-ki,Los And'eles,Los Andzelas,Los Andzeles,Los Andzheles,Los Andzhelis,Los Andželas,Los Andželes,Los Angeles,Los Anjeles,Los Anjélés,Los Antzeles,Los Anxheles,Los Anxhelos,Los Anzeles,Los Anzheles,Los Ángeles,Los-Anceles,Los-Andzeles,Los-Andzhehles,Los-Andzheles,Los-Angeleso,Los-Anjeles,Los-Anzheles,Los-Anzheles shaary,Los-Anĝeleso,Losandzelosa,Losandželosa,Lo̍k-chhám-kî,Lungsod ng Los Angeles,Luos Andzels,Luos Andžels,Os Anxeles,Os Ánxeles,Pueblo De Los Angeles,Pueblo Los Angelos,el-ei,las aynjls,las encalas,las enjales,las enjalis,lasa ainjalasa,lasa enjalasa,lasa enjilasa,leas anceles,los-anjelesi,losa enjelasa,losa enjelisa,losa enjelsa,loseuaenjelleseu,loseuenjelleseu,ls anjls,luo shan ji,lws anjls,lws anjlws,lws anjlys,lws ʼngls,lxs xæ n ce lis,rosanzerusu,Λος Άντζελες,Лос Анджелес,Лос Анджелис,Лос Андьелес,Лос Анжелес,Лос Анђелес,Лос Анџелес,Лос Анҷелес,Лос Анӂелес,Лос-Анджелес,Лос-Анджэлес,Лос-Анжелес,Лос-Анжелес шаары,Лос-Анџелес,Լոս Անջելես,לאס אנדזשעלעס,לוס אנגלס,لاس اینجلس,لس آنجلس,لس‌آنجلس,لوس آنجلس,لوس أنجلوس,لوس ئانجېلېس,لوس انجليس,لوس‌آنجلس,لۆس ئانجلەس,लस एञ्जिलस,लस एन्जलस,लास एंजलस,लॉस एंजेलिस,लॉस एंजेल्स,লস অ্যাঞ্জেলেস,ਲਾਸ ਐਂਜਲਸ,લોસ એન્જેલસ,லாஸ் ஏஞ்சலஸ்,లాస్ ఏంజలెస్,ಲಾಸ್ ಎಂಜಲೀಸ್,ലോസ് ആഞ്ചെലെസ്,ลอสแอนเจลิส,လော့စ်အိန်ဂျယ်လိစ်မြို့,ლოს-ანჯელესი,ሎስ አንጄሌስ,ロサンゼルス,洛杉矶,洛杉磯,로스앤젤레스,로스엔젤레스,엘에이",34.05223,-118.24368,US,3820914,America/Los_Angeles,-420,2,los-angeles-us,
1179400,Faisalabad,Faisalabad,"Faisalabad,Faisalabada,Faisalabado,Faisalābād,Faisalābāda,Fajsalabad,Feisalabadas,Fejsalabad,Feysəlabad,LYP,Lyallpur,Shah Faisalabad,faisarabado,fysl abad,pyyslʼbʼd,Файсалабад,Фейсалабад,Фејсалабад,פייסלאבאד,فيصل آباد,فیصل آباد,ファイサラバード,ファイサラーバード",31.41554,73.08969,PK,3800193,Asia/Karachi,300,2,faisalabad-pk,
292223,Dubai,Dubai,"DXB,Dabei,Dibai,Dibay,Doubayi,Dubae,Dubai,Dubai City,Dubai emiraat,Dubaija,Dubaj,Dubajo,Dubajus,Dubay,Dubayy,Dubaï,Dubái,Dúbæ,Fort Dabei,Ntoumpai,dby,dbyy,di bai,dobai,du bai,duba'i,dubai,dubay,dubi,dwbyy,tupai,Ντουμπάι,Дубаи,Дубай,Դուբայ,דובאי,דוביי,دبئی,دبى,دبي,دبی,دوبەی,دۇبائى,दुबई,দুবাই,துபை,దుబాయ్,ದುಬೈ,ദുബായ്,ดูไบ,დუბაი,ドバイ,杜拜,迪拜,두바이",25.07725,55.30927,AE,3790000,Asia/Dubai,240,2,dubai-ae,
1848354,Yokohama,Yokohama,"Iokogama,Jakagama,Jokohama,Jokohamo,Jokokhama,YOK,Yokohama,Yokohama-shi,Yokohamashi,heng bang,heng bang shi,heng bin shi,yoa koa ha ma,yokohama,yokohama si,yokohamashi,ywkwhama,ywqwhmh,Јокохама,Иокогама,Йокохама,Якагама,יוקוהמה,يوكوهاما,โยะโกะฮะมะ,იოკოჰამა,よこはま,よこはまし,ヨコハマ,ヨコハマシ,横浜,横浜市,横滨市,요코하마 시",35.43333,139.65,JP,3777491,Asia/Tokyo,540,2,yokohama-jp,
1810821,Fuzhou,Fuzhou,"FOC,Focheum,Foochow,Foutsoou,Fouzhou,Fu-chou,Fu-chou-shih,Fu-cou,Fu-čou,Fuchau,Fucheu,Fuchzhou,Fucjou,Fucsou,Fudzhou,Fudzou,Fudžou,Fugouo,Fuk-chu-su,Fuk-chû-sṳ,Futsjou,Fuzcouh,Fuzhou,Fuzov,Fuçjou,Fuĝoŭo,Fužov,Hok-chiu-chhi,Hok-chiu-chhī,Hok-ciu,Hók-ciŭ,Lin-sen,Lin-sen-hsien,Min Hsien,Min-hou,Min-hou-hsien,Min-hou-hsien-ch'eng,Min-hou-hsien-ch’eng,Minhow,Minhow-hsien,Phuc Chau,Phúc Châu,fu zhou,fu zhou shi,fuco,fujho'u,fwjw,fwzhw,phucau,pujeou si,pwg'wʼw,Φουτσόου,Фуджоу,Фучжоу,Фучжоў,Фуџоу,פוג'ואו,فوجو,فوزهو,فوژو,فۇجو شەھىرى,फ़ूझोउ,फूचौ,ਫ਼ੂਚੋ,ဖူကျိုးမြို့,福州,福州市,푸저우 시",26.06139,119.30611,CN,3740000,Asia/Shanghai,480,2,fuzhou-cn,
1799397,Ningbo,Ningbo,"Chiang-pei-an,Leng-pho-chhi,Lêng-pho-chhī,NGB,Nen-po-su,Ninbo,Ning-hsien,Ning-po,Ning-po-shih,Ningbo,Ningbo Shi,Ningbó,Ningpo,Ninh Ba,Nèn-pô-sṳ,Nìng-pŏ̤,Yin-hsien,hning paw,nangbw,ning bo,ning bo shi,ningbo si,nngbw,nynghbw,Нинбо,Нингбо,Нінбо,نانگبو,ننگبو,نىڭبو شەھىرى,نينغبو,หนิงปัว,宁波,宁波市,寧波,寧波市,닝보 시",29.87819,121.54945,CN,3731203,Asia/Shanghai,480,2,ningbo-cn,
